cup,start_val,safe,state,debt,born,unsafe,wiped,bitten,shut,safe again,# oscillations,transition0,transition0_time,transition1,transition1_time,transition2,transition2_time,transition3,transition3_time,transition4,transition4_time,transition5,transition5_time,transition6,transition6_time,transition7,transition7_time
738,100,TRUE,wiped,0,1518833690,,1518900799,,,,0,wipe,1518900799,,,,,,,,,,,,,,
271,10000,TRUE,wipe,10000,1518829539,,1521395695,,,,0,wipe,1521395695,,,,,,,,,,,,,,
649,500,TRUE,wipe,500,1518826269,,1527116010,,,,0,wipe,1527116010,,,,,,,,,,,,,,
640,2000,TRUE,wiped,0,1518825921,,1519683516,,,,0,wipe,1519683516,,,,,,,,,,,,,,
733,2000,TRUE,wiped,0,1518822331,,1518995590,,,,0,wipe,1518995590,,,,,,,,,,,,,,
162,646,TRUE,wiped,0,1518821844,,1521060304,,,,0,wipe,1521060304,,,,,,,,,,,,,,
620,400,FALSE,bite,400,1518819673,1533673025,,1533673308,,,1,FALSE,1533673025,bite,1533673308,,,,,,,,,,,,
649,400,TRUE,wipe,400,1518818218,,1527116010,,,,0,wipe,1527116010,,,,,,,,,,,,,,
365,700,TRUE,wiped,449.7439387,1518813831,,1521029116,,,,0,wipe,1521029116,,,,,,,,,,,,,,
563,25,FALSE,bite,25,1518805801,1521315464,,1521315464,,,1,FALSE,1521315464,bite,1521315464,,,,,,,,,,,,
324,10100,TRUE,wiped,7100,1518803700,,1518804878,,,,0,wipe,1518804878,,,,,,,,,,,,,,
605,150,TRUE,wiped,115,1518802564,,1518803994,,,,0,wipe,1518803994,,,,,,,,,,,,,,
697,175,FALSE,bite,175,1518798582,1521382293,,1521384475,,,1,FALSE,1521382293,bite,1521384475,,,,,,,,,,,,
692,25,TRUE,wipe,25,1518797382,,1522578845,,,,0,wipe,1522578845,,,,,,,,,,,,,,
647,300,TRUE,wipe,300,1518787850,,1521213584,,,,0,wipe,1521213584,,,,,,,,,,,,,,
603,20000,TRUE,wiped,15000,1518769748,,1518770310,,,,0,wipe,1518770310,,,,,,,,,,,,,,
450,50000,TRUE,wipe,50000,1518759722,,1528527694,,,,0,wipe,1528527694,,,,,,,,,,,,,,
455,20000,TRUE,wipe,20000,1518759104,,1528302946,,,,0,wipe,1528302946,,,,,,,,,,,,,,
736,629,TRUE,wiped,59.47676,1518758021,,1534182510,,,,0,wipe,1534182510,,,,,,,,,,,,,,
587,2000,TRUE,wipe,2000,1518757195,,1519346196,,,,0,wipe,1519346196,,,,,,,,,,,,,,
327,250,TRUE,wiped,0,1518756510,,1521391244,,,,0,wipe,1521391244,,,,,,,,,,,,,,
327,400,TRUE,wipe,400,1518754497,,1521391244,,,,0,wipe,1521391244,,,,,,,,,,,,,,
669,222.638,FALSE,bite,222.638,1518753465,1518754538,,1518762823,,,1,FALSE,1518754538,bite,1518762823,,,,,,,,,,,,
650,18000,TRUE,wipe,18000,1518752362,,1533645096,,,,0,wipe,1533645096,,,,,,,,,,,,,,
711,200,TRUE,wipe,200,1518751899,,1520621888,,,,0,wipe,1520621888,,,,,,,,,,,,,,
736,75,TRUE,wiped,0,1518751778,,1534182510,,,,0,wipe,1534182510,,,,,,,,,,,,,,
733,2000,TRUE,wipe,2000,1518751234,,1518995590,,,,0,wipe,1518995590,,,,,,,,,,,,,,
710,120,TRUE,wipe,120,1518748525,,1519305822,,,,0,wipe,1519305822,,,,,,,,,,,,,,
715,22.638,FALSE,bite,22.638,1518747648,1519311300,,1519311383,,,1,FALSE,1519311300,bite,1519311383,,,,,,,,,,,,
649,1000,TRUE,wipe,1000,1518746159,,1527116010,,,,0,wipe,1527116010,,,,,,,,,,,,,,
668,20000,FALSE,bite,20000,1518745366,1520530344,,1520530390,,,1,FALSE,1520530344,bite,1520530390,,,,,,,,,,,,
727,2500,TRUE,wiped,2128.87,1518743944,,1522373749,,,,0,wipe,1522373749,,,,,,,,,,,,,,
727,5000,TRUE,wiped,4628.87,1518743851,,1522373749,,,,0,wipe,1522373749,,,,,,,,,,,,,,
727,18500,TRUE,wiped,18128.87,1518743586,,1522373749,,,,0,wipe,1522373749,,,,,,,,,,,,,,
735,3500,TRUE,wiped,3395,1518741626,,1534210479,,,,0,wipe,1534210479,,,,,,,,,,,,,,
649,100,TRUE,wipe,100,1518739529,,1527116010,,,,0,wipe,1527116010,,,,,,,,,,,,,,
324,7000,TRUE,wiped,4000,1518736499,,1518804878,,,,0,wipe,1518804878,,,,,,,,,,,,,,
734,30,FALSE,bite,30,1518736374,1521045596,,1521045758,,,1,FALSE,1521045596,bite,1521045758,,,,,,,,,,,,
135,10000,FALSE,bite,10000,1518727110,1534175413,,1534175423,,,1,FALSE,1534175413,bite,1534175423,,,,,,,,,,,,
733,161,TRUE,wipe,161,1518726358,,1518995590,,,,0,wipe,1518995590,,,,,,,,,,,,,,
732,48,TRUE,wiped,0,1518725827,,1518995476,,,,0,wipe,1518995476,,,,,,,,,,,,,,
487,15000,TRUE,open,15000,1518725442,,,,,,0,,,,,,,,,,,,,,,,
731,1000,FALSE,bite,1000,1518725160,1521064000,,1521064166,,,1,FALSE,1521064000,bite,1521064166,,,,,,,,,,,,
305,250,TRUE,wiped,250,1518725157,1521383296,1521388847,,,1521384046,2,FALSE,1521383296,TRUE,1521384046,wipe,1521388847,,,,,,,,,,
572,5000,FALSE,bite,5000,1518719664,1521047487,,1521047557,,,1,FALSE,1521047487,bite,1521047557,,,,,,,,,,,,
454,1692,TRUE,wiped,0,1518719304,,1522600303,,,,0,wipe,1522600303,,,,,,,,,,,,,,
729,120,TRUE,shut,120,1518719088,,,,1520076392,,0,shut,1520076392,,,,,,,,,,,,,,
564,700,TRUE,wiped,0,1518716057,,1521383742,,,,0,wipe,1521383742,,,,,,,,,,,,,,
636,5994,TRUE,wiped,1994,1518715898,,1519279891,,,,0,wipe,1519279891,,,,,,,,,,,,,,
636,6,TRUE,wiped,0,1518715278,,1519279891,,,,0,wipe,1519279891,,,,,,,,,,,,,,
636,8000,TRUE,wipe,8000,1518715059,,1519279891,,,,0,wipe,1519279891,,,,,,,,,,,,,,
716,15,FALSE,bite,15,1518710984,1521332956,,1521332986,,,1,FALSE,1521332956,bite,1521332986,,,,,,,,,,,,
719,15000,TRUE,wipe,15000,1518708791,,1533711272,,,,0,wipe,1533711272,,,,,,,,,,,,,,
595,10000,FALSE,bite,10000,1518706741,1536191364,,1536191416,,,1,FALSE,1536191364,bite,1536191416,,,,,,,,,,,,
391,20,TRUE,shut,20,1518704450,,,,1525468758,,0,shut,1525468758,,,,,,,,,,,,,,
725,1,TRUE,wipe,1,1518702286,,1521090224,,,,0,wipe,1521090224,,,,,,,,,,,,,,
631,217230,TRUE,wipe,217230,1518701996,,1519236135,,,,0,wipe,1519236135,,,,,,,,,,,,,,
564,1500,TRUE,wipe,1500,1518701212,,1521383742,,,,0,wipe,1521383742,,,,,,,,,,,,,,
729,25,TRUE,shut,25,1518700275,,,,1520076392,,0,shut,1520076392,,,,,,,,,,,,,,
654,162.824,FALSE,bite,162.824,1518687754,1536191171,,1536191201,,,1,FALSE,1536191171,bite,1536191201,,,,,,,,,,,,
715,10.45,FALSE,bite,10.45,1518686710,1519311300,,1519311383,,,1,FALSE,1519311300,bite,1519311383,,,,,,,,,,,,
727,500,TRUE,wiped,128.87,1518683337,,1522373749,,,,0,wipe,1522373749,,,,,,,,,,,,,,
474,5000,TRUE,wipe,5000,1518682987,,1521344121,,,,0,wipe,1521344121,,,,,,,,,,,,,,
727,500,TRUE,wiped,128.87,1518682493,,1522373749,,,,0,wipe,1522373749,,,,,,,,,,,,,,
727,500,TRUE,wiped,128.87,1518681856,,1522373749,,,,0,wipe,1522373749,,,,,,,,,,,,,,
713,20,TRUE,wipe,20,1518681284,,1534058301,,,,0,wipe,1534058301,,,,,,,,,,,,,,
726,290,TRUE,wiped,0,1518675433,,1519954782,,,,0,wipe,1519954782,,,,,,,,,,,,,,
160,500,TRUE,wiped,414.0344357,1518671141,,1519174198,,,,0,wipe,1519174198,,,,,,,,,,,,,,
711,350,TRUE,wipe,350,1518669979,,1520621888,,,,0,wipe,1520621888,,,,,,,,,,,,,,
692,15,TRUE,wipe,15,1518669586,,1522578845,,,,0,wipe,1522578845,,,,,,,,,,,,,,
687,5000,FALSE,bite,5000,1518668936,1536439275,,1536439275,,,1,FALSE,1536439275,bite,1536439275,,,,,,,,,,,,
723,700,FALSE,bite,700,1518667817,1521379502,,1521384597,,,1,FALSE,1521379502,bite,1521384597,,,,,,,,,,,,
724,500,FALSE,bite,500,1518665897,1520441638,,1520441844,,,1,FALSE,1520441638,bite,1520441844,,,,,,,,,,,,
705,17001,TRUE,open,17001,1518664740,,,,,,0,,,,,,,,,,,,,,,,
614,1875000,FALSE,bite,1875000,1518657262,1521370343,,1521370357,,,1,FALSE,1521370343,bite,1521370357,,,,,,,,,,,,
327,100,TRUE,wipe,100,1518656930,,1521391244,,,,0,wipe,1521391244,,,,,,,,,,,,,,
722,100,FALSE,bite,100,1518656706,1530279100,,1530279316,,,1,FALSE,1530279100,bite,1530279316,,,,,,,,,,,,
711,300,TRUE,wipe,300,1518655288,,1520621888,,,,0,wipe,1520621888,,,,,,,,,,,,,,
705,21998,TRUE,open,21998,1518652937,,,,,,0,,,,,,,,,,,,,,,,
4,2000,TRUE,wipe,2000,1518652267,,1521049709,,,,0,wipe,1521049709,,,,,,,,,,,,,,
721,30000,FALSE,bite,30000,1518650300,1520441638,,1520441844,,,1,FALSE,1520441638,bite,1520441844,,,,,,,,,,,,
709,100,FALSE,bite,100,1518649572,1521064000,,1521064206,,,1,FALSE,1521064000,bite,1521064206,,,,,,,,,,,,
720,5,TRUE,wiped,0,1518649572,,1518738086,,,,0,wipe,1518738086,,,,,,,,,,,,,,
719,1000,TRUE,wipe,1000,1518648885,,1533711272,,,,0,wipe,1533711272,,,,,,,,,,,,,,
684,13000,TRUE,wipe,13000,1518645671,,1521384877,,,,0,wipe,1521384877,,,,,,,,,,,,,,
684,2000,TRUE,wipe,2000,1518644895,,1521384877,,,,0,wipe,1521384877,,,,,,,,,,,,,,
718,60,TRUE,wipe,60,1518644054,,1544179806,,,,0,wipe,1544179806,,,,,,,,,,,,,,
717,181310,TRUE,bite,181310,1518643884,,,1521332584,,,0,bite,1521332584,,,,,,,,,,,,,,
595,10298,FALSE,bite,10298,1518642141,1536191364,,1536191416,,,1,FALSE,1536191364,bite,1536191416,,,,,,,,,,,,
131,5000,TRUE,wiped,4757.254564,1518641245,,1518907485,,,,0,wipe,1518907485,,,,,,,,,,,,,,
131,5000,TRUE,wiped,4757.254564,1518641052,,1518907485,,,,0,wipe,1518907485,,,,,,,,,,,,,,
560,12500,TRUE,wiped,0,1518639741,,1518894761,,,,0,wipe,1518894761,,,,,,,,,,,,,,
560,20000,TRUE,wipe,20000,1518636713,,1518894761,,,,0,wipe,1518894761,,,,,,,,,,,,,,
716,2,FALSE,bite,2,1518636611,1521332956,,1521332986,,,1,FALSE,1521332956,bite,1521332986,,,,,,,,,,,,
704,100,FALSE,bite,100,1518633874,1521317487,,1521317487,,,1,FALSE,1521317487,bite,1521317487,,,,,,,,,,,,
631,23757,TRUE,wipe,23757,1518632855,,1519236135,,,,0,wipe,1519236135,,,,,,,,,,,,,,
704,100,FALSE,bite,100,1518631128,1521317487,,1521317487,,,1,FALSE,1521317487,bite,1521317487,,,,,,,,,,,,
704,100,FALSE,bite,100,1518629922,1521317487,,1521317487,,,1,FALSE,1521317487,bite,1521317487,,,,,,,,,,,,
704,140,FALSE,bite,140,1518629776,1521317487,,1521317487,,,1,FALSE,1521317487,bite,1521317487,,,,,,,,,,,,
704,160,FALSE,bite,160,1518627565,1521317487,,1521317487,,,1,FALSE,1521317487,bite,1521317487,,,,,,,,,,,,
681,50000,TRUE,wiped,34836.70686,1518627000,,1519311480,,,,0,wipe,1519311480,,,,,,,,,,,,,,
105,20000,FALSE,bite,20000,1518623858,1533959831,,1533959846,,,1,FALSE,1533959831,bite,1533959846,,,,,,,,,,,,
591,50,FALSE,bite,50,1518622969,1519167515,,1519168341,,,1,FALSE,1519167515,bite,1519168341,,,,,,,,,,,,
399,520,TRUE,wipe,520,1518622950,,1518958541,,,,0,wipe,1518958541,,,,,,,,,,,,,,
715,489,FALSE,bite,489,1518619594,1519311300,,1519311383,,,1,FALSE,1519311300,bite,1519311383,,,,,,,,,,,,
676,700,TRUE,wiped,187.7803419,1518619583,,1521343628,,,,0,wipe,1521343628,,,,,,,,,,,,,,
360,30,FALSE,bite,30,1518618982,1520575008,,1520576344,,,1,FALSE,1520575008,bite,1520576344,,,,,,,,,,,,
715,0.55,FALSE,bite,0.55,1518618982,1519311300,,1519311383,,,1,FALSE,1519311300,bite,1519311383,,,,,,,,,,,,
696,3,TRUE,wiped,0,1518617452,,1520008142,,,,0,wipe,1520008142,,,,,,,,,,,,,,
704,150,FALSE,bite,150,1518617234,1521317487,,1521317487,,,1,FALSE,1521317487,bite,1521317487,,,,,,,,,,,,
714,2000,TRUE,wiped,0,1518612338,,1519261399,,,,0,wipe,1519261399,,,,,,,,,,,,,,
713,30,TRUE,wipe,30,1518604329,,1534058301,,,,0,wipe,1534058301,,,,,,,,,,,,,,
711,750,TRUE,wipe,750,1518591237,,1520621888,,,,0,wipe,1520621888,,,,,,,,,,,,,,
711,500,TRUE,wipe,500,1518590123,,1520621888,,,,0,wipe,1520621888,,,,,,,,,,,,,,
364,15000,TRUE,wiped,0,1518584450,,1521391682,,,,0,wipe,1521391682,,,,,,,,,,,,,,
687,7000,FALSE,bite,7000,1518583053,1536439275,,1536439275,,,1,FALSE,1536439275,bite,1536439275,,,,,,,,,,,,
689,5000,FALSE,bite,5000,1518581213,1522372685,,1522372752,,,1,FALSE,1522372685,bite,1522372752,,,,,,,,,,,,
632,4270,TRUE,wipe,4270,1518581194,,1534220177,,,,0,wipe,1534220177,,,,,,,,,,,,,,
704,150,FALSE,bite,150,1518580525,1521317487,,1521317487,,,1,FALSE,1521317487,bite,1521317487,,,,,,,,,,,,
687,4000,FALSE,bite,4000,1518579354,1536439275,,1536439275,,,1,FALSE,1536439275,bite,1536439275,,,,,,,,,,,,
687,10000,FALSE,bite,10000,1518577506,1536439275,,1536439275,,,1,FALSE,1536439275,bite,1536439275,,,,,,,,,,,,
708,20000,FALSE,bite,20000,1518576973,1536193298,,1536193346,,,1,FALSE,1536193298,bite,1536193346,,,,,,,,,,,,
587,2250,TRUE,wipe,2250,1518576909,,1519346196,,,,0,wipe,1519346196,,,,,,,,,,,,,,
364,25000,TRUE,wipe,25000,1518575336,,1521391682,,,,0,wipe,1521391682,,,,,,,,,,,,,,
708,225,FALSE,bite,225,1518575001,1536193298,,1536193346,,,1,FALSE,1536193298,bite,1536193346,,,,,,,,,,,,
707,50,TRUE,wiped,0,1518574704,,1518579955,,,,0,wipe,1518579955,,,,,,,,,,,,,,
703,500,TRUE,wipe,500,1518574654,,1519952810,,,,0,wipe,1519952810,,,,,,,,,,,,,,
706,7500,FALSE,bite,7500,1518572769,1520441638,,1520441844,,,1,FALSE,1520441638,bite,1520441844,,,,,,,,,,,,
705,3001,TRUE,open,3001,1518571604,,,,,,0,,,,,,,,,,,,,,,,
597,4000,TRUE,wiped,2100,1518571560,,1518581883,,,,0,wipe,1518581883,,,,,,,,,,,,,,
705,6000,TRUE,open,6000,1518570614,,,,,,0,,,,,,,,,,,,,,,,
360,38,FALSE,bite,38,1518569922,1520575008,,1520576344,,,1,FALSE,1520575008,bite,1520576344,,,,,,,,,,,,
681,50000,TRUE,wiped,0,1518568621,,1518568974,,,,0,wipe,1518568974,,,,,,,,,,,,,,
703,100,TRUE,wipe,100,1518568378,,1519952810,,,,0,wipe,1519952810,,,,,,,,,,,,,,
701,10,FALSE,bite,10,1518567159,1542664165,,1542697980,,1542664482,3,FALSE,1542664165,TRUE,1542664482,FALSE,1542689666,bite,1542697980,,,,,,,,
687,3900,FALSE,bite,3900,1518565823,1536439275,,1536439275,,,1,FALSE,1536439275,bite,1536439275,,,,,,,,,,,,
364,25000,TRUE,wipe,25000,1518561381,,1521391682,,,,0,wipe,1521391682,,,,,,,,,,,,,,
364,40000,TRUE,wipe,40000,1518559306,,1521391682,,,,0,wipe,1521391682,,,,,,,,,,,,,,
702,20,TRUE,wiped,0,1518550274,,1523627950,,,,0,wipe,1523627950,,,,,,,,,,,,,,
699,1700,TRUE,wiped,584.4417359,1518549984,,1522360059,,,,0,wipe,1522360059,,,,,,,,,,,,,,
676,1300,TRUE,wiped,787.7803419,1518549855,,1521343628,,,,0,wipe,1521343628,,,,,,,,,,,,,,
631,23872,TRUE,wipe,23872,1518547277,,1519236135,,,,0,wipe,1519236135,,,,,,,,,,,,,,
698,20000,TRUE,wipe,20000,1518544138,,1533935693,,,,0,wipe,1533935693,,,,,,,,,,,,,,
696,0.02,TRUE,wipe,0.02,1518541640,,1520008142,,,,0,wipe,1520008142,,,,,,,,,,,,,,
697,21,FALSE,bite,21,1518541457,1521382293,,1521384475,,,1,FALSE,1521382293,bite,1521384475,,,,,,,,,,,,
695,600,TRUE,open,600,1518540591,,,,,,0,,,,,,,,,,,,,,,,
676,1400,TRUE,wiped,887.7803419,1518535698,,1521343628,,,,0,wipe,1521343628,,,,,,,,,,,,,,
690,2000,TRUE,wiped,0,1518532493,,1519340309,,,,0,wipe,1519340309,,,,,,,,,,,,,,
673,500,TRUE,wiped,0,1518520828,,1519258209,,,,0,wipe,1519258209,,,,,,,,,,,,,,
694,700,FALSE,bite,700,1518518697,1522357414,,1522357475,,,1,FALSE,1522357414,bite,1522357475,,,,,,,,,,,,
693,414,FALSE,bite,414,1518518697,1533934569,,1533934600,,,1,FALSE,1533934569,bite,1533934600,,,,,,,,,,,,
654,64,FALSE,bite,64,1518518481,1536191171,,1536191201,,,1,FALSE,1536191171,bite,1536191201,,,,,,,,,,,,
693,0.497,FALSE,bite,0.497,1518518297,1533934569,,1533934600,,,1,FALSE,1533934569,bite,1533934600,,,,,,,,,,,,
640,500,TRUE,wipe,500,1518515377,,1519683516,,,,0,wipe,1519683516,,,,,,,,,,,,,,
692,10,TRUE,wipe,10,1518515305,,1522578845,,,,0,wipe,1522578845,,,,,,,,,,,,,,
465,500,TRUE,wiped,247.999999,1518513891,,1521313806,,,,0,wipe,1521313806,,,,,,,,,,,,,,
691,14696.3879,FALSE,bite,14696.3879,1518506090,1519163355,,1519164444,,,1,FALSE,1519163355,bite,1519164444,,,,,,,,,,,,
189,100,TRUE,wiped,0,1518497585,,1534180089,,,,0,wipe,1534180089,,,,,,,,,,,,,,
460,2000,TRUE,wipe,2000,1518493184,,1521380096,,,,0,wipe,1521380096,,,,,,,,,,,,,,
688,2400,TRUE,wiped,2000,1518489631,,1533924699,,,,0,wipe,1533924699,,,,,,,,,,,,,,
116,4,FALSE,bite,4,1518488212,1533954239,,1533954239,,,1,FALSE,1533954239,bite,1533954239,,,,,,,,,,,,
547,3000,TRUE,wiped,2000,1518486451,,1518486648,,,,0,wipe,1518486648,,,,,,,,,,,,,,
687,100,FALSE,bite,100,1518485632,1536439275,,1536439275,,,1,FALSE,1536439275,bite,1536439275,,,,,,,,,,,,
650,1000,TRUE,wipe,1000,1518485126,,1533645096,,,,0,wipe,1533645096,,,,,,,,,,,,,,
162,1000,TRUE,wipe,1000,1518482359,,1521060304,,,,0,wipe,1521060304,,,,,,,,,,,,,,
601,40000,TRUE,wipe,40000,1518480811,,1520574915,,,,0,wipe,1520574915,,,,,,,,,,,,,,
681,100000,TRUE,wiped,50000,1518480794,,1518568974,,,,0,wipe,1518568974,,,,,,,,,,,,,,
683,120,FALSE,bite,120,1518475569,1521381503,,1521384475,,,1,FALSE,1521381503,bite,1521384475,,,,,,,,,,,,
685,400,TRUE,wiped,0,1518474871,,1519917291,,,,0,wipe,1519917291,,,,,,,,,,,,,,
684,12000,TRUE,wipe,12000,1518474213,,1521384877,,,,0,wipe,1521384877,,,,,,,,,,,,,,
683,140,FALSE,bite,140,1518474139,1521381503,,1521384475,,,1,FALSE,1521381503,bite,1521384475,,,,,,,,,,,,
682,77777,FALSE,bite,77777,1518471823,1520575754,,1520575786,,,1,FALSE,1520575754,bite,1520575786,,,,,,,,,,,,
681,500,TRUE,wiped,0,1518469745,,1518568974,,,,0,wipe,1518568974,,,,,,,,,,,,,,
131,10000,TRUE,wiped,9617.163889,1518464667,,1518535381,,,,0,wipe,1518535381,,,,,,,,,,,,,,
677,100,TRUE,wiped,0,1518463655,,1518907508,,,,0,wipe,1518907508,,,,,,,,,,,,,,
676,800,TRUE,wiped,287.7803419,1518460568,,1521343628,,,,0,wipe,1521343628,,,,,,,,,,,,,,
631,1941,TRUE,wipe,1941,1518457276,,1519236135,,,,0,wipe,1519236135,,,,,,,,,,,,,,
676,1000,TRUE,wiped,487.7803419,1518455031,,1521343628,,,,0,wipe,1521343628,,,,,,,,,,,,,,
564,1500,TRUE,wiped,1000,1518452630,,1518452702,,,,0,wipe,1518452702,,,,,,,,,,,,,,
676,1000,TRUE,wiped,487.7803419,1518450697,,1521343628,,,,0,wipe,1521343628,,,,,,,,,,,,,,
675,100,TRUE,wiped,0,1518449405,,1536245174,,,,0,wipe,1536245174,,,,,,,,,,,,,,
674,1700,FALSE,bite,1700,1518448091,1530228957,,1530229151,,,1,FALSE,1530228957,bite,1530229151,,,,,,,,,,,,
645,8000,TRUE,wiped,7609.376841,1518441852,,1522371748,,,,0,wipe,1522371748,,,,,,,,,,,,,,
673,300,TRUE,wipe,300,1518440885,,1519258209,,,,0,wipe,1519258209,,,,,,,,,,,,,,
673,600,TRUE,wipe,600,1518439050,,1519258209,,,,0,wipe,1519258209,,,,,,,,,,,,,,
671,5160,TRUE,wiped,3648.132034,1518438689,,1531274639,,,,0,wipe,1531274639,,,,,,,,,,,,,,
131,20000,TRUE,wiped,19617.16389,1518436226,,1518535381,,,,0,wipe,1518535381,,,,,,,,,,,,,,
647,200,TRUE,wiped,0,1518433910,,1518435917,,,,0,wipe,1518435917,,,,,,,,,,,,,,
672,1000,FALSE,bite,1000,1518428212,1542664165,,1542664191,,,1,FALSE,1542664165,bite,1542664191,,,,,,,,,,,,
570,4882.111259,TRUE,wiped,0,1518426924,,1519306732,,,,0,wipe,1519306732,,,,,,,,,,,,,,
671,900,TRUE,wiped,0,1518426816,,1531274639,,,,0,wipe,1531274639,,,,,,,,,,,,,,
370,1300,TRUE,wiped,0,1518426747,,1521382610,,,,0,wipe,1521382610,,,,,,,,,,,,,,
671,2940,TRUE,wipe,2940,1518425451,,1531274639,,,,0,wipe,1531274639,,,,,,,,,,,,,,
560,2000,TRUE,wipe,2000,1518425334,,1518894761,,,,0,wipe,1518894761,,,,,,,,,,,,,,
670,10000,FALSE,bite,10000,1518424776,1521341309,,1521341449,,,1,FALSE,1521341309,bite,1521341449,,,,,,,,,,,,
658,810,TRUE,wipe,810,1518423975,,1525439786,,,,0,wipe,1525439786,,,,,,,,,,,,,,
570,5303.553584,TRUE,wiped,2753.036452,1518423538,,1518423644,,,,0,wipe,1518423644,,,,,,,,,,,,,,
570,10000,TRUE,wiped,7449.482867,1518423229,,1518423644,,,,0,wipe,1518423644,,,,,,,,,,,,,,
547,2000,TRUE,wiped,1000,1518418858,,1518486648,,,,0,wipe,1518486648,,,,,,,,,,,,,,
669,100,FALSE,bite,100,1518417693,1518754538,,1518762823,,,1,FALSE,1518754538,bite,1518762823,,,,,,,,,,,,
669,300,FALSE,bite,300,1518417393,1518754538,,1518762823,,,1,FALSE,1518754538,bite,1518762823,,,,,,,,,,,,
574,20,FALSE,bite,20,1518413558,1521063988,,1521064446,,,1,FALSE,1521063988,bite,1521064446,,,,,,,,,,,,
668,2000,FALSE,bite,2000,1518412873,1520530344,,1520530390,,,1,FALSE,1520530344,bite,1520530390,,,,,,,,,,,,
310,110,TRUE,wiped,60,1518412609,,1518413074,,,,0,wipe,1518413074,,,,,,,,,,,,,,
135,10000,FALSE,bite,10000,1518412076,1534175413,,1534175423,,,1,FALSE,1534175413,bite,1534175423,,,,,,,,,,,,
657,210,TRUE,bite,210,1518410606,,,1542645581,,,0,bite,1542645581,,,,,,,,,,,,,,
460,2000,TRUE,wipe,2000,1518405108,,1521380096,,,,0,wipe,1521380096,,,,,,,,,,,,,,
465,500,TRUE,wiped,0,1518400164,,1518456525,,,,0,wipe,1518456525,,,,,,,,,,,,,,
654,400,FALSE,bite,400,1518394700,1536191171,,1536191201,,,1,FALSE,1536191171,bite,1536191201,,,,,,,,,,,,
310,10,TRUE,wiped,0,1518393840,,1518413074,,,,0,wipe,1518413074,,,,,,,,,,,,,,
131,1000,TRUE,wiped,794.6734738,1518389222,,1518420808,,,,0,wipe,1518420808,,,,,,,,,,,,,,
131,1000,TRUE,wiped,794.6734738,1518389053,,1518420808,,,,0,wipe,1518420808,,,,,,,,,,,,,,
131,2000,TRUE,wiped,1794.673474,1518388906,,1518420808,,,,0,wipe,1518420808,,,,,,,,,,,,,,
625,120,TRUE,wiped,80,1518388840,,1521086602,,,,0,wipe,1521086602,,,,,,,,,,,,,,
131,10000,TRUE,wiped,9794.673474,1518387377,,1518420808,,,,0,wipe,1518420808,,,,,,,,,,,,,,
628,2001,TRUE,wiped,1574.150953,1518385061,,1524706427,,,,0,wipe,1524706427,,,,,,,,,,,,,,
560,2335,TRUE,wipe,2335,1518384644,,1518894761,,,,0,wipe,1518894761,,,,,,,,,,,,,,
666,30000,TRUE,wiped,25424,1518384632,,1543100488,,,,0,wipe,1543100488,,,,,,,,,,,,,,
667,3454,TRUE,wipe,3454,1518384342,,1536868209,,,,0,wipe,1536868209,,,,,,,,,,,,,,
131,2000,TRUE,wiped,1794.673474,1518383207,,1518420808,,,,0,wipe,1518420808,,,,,,,,,,,,,,
131,2000,TRUE,wiped,1794.673474,1518383063,,1518420808,,,,0,wipe,1518420808,,,,,,,,,,,,,,
274,4000,TRUE,wiped,3419,1518382775,,1521089278,,,,0,wipe,1521089278,,,,,,,,,,,,,,
665,30,TRUE,wiped,0,1518376657,,1519288359,,,,0,wipe,1519288359,,,,,,,,,,,,,,
665,30,TRUE,wipe,30,1518376604,,1519288359,,,,0,wipe,1519288359,,,,,,,,,,,,,,
662,105,TRUE,wiped,0,1518374965,,1518715286,,,,0,wipe,1518715286,,,,,,,,,,,,,,
663,380,TRUE,wiped,378.6327591,1518374793,,1518725149,,,,0,wipe,1518725149,,,,,,,,,,,,,,
149,25,FALSE,bite,25,1518373602,1533936254,,1533936683,,,1,FALSE,1533936254,bite,1533936683,,,,,,,,,,,,
649,500,TRUE,wipe,500,1518370874,,1527116010,,,,0,wipe,1527116010,,,,,,,,,,,,,,
661,2424.185,TRUE,wipe,2424.185,1518370626,,1525881538,,,,0,wipe,1525881538,,,,,,,,,,,,,,
636,4000,TRUE,wipe,4000,1518368238,,1519279891,,,,0,wipe,1519279891,,,,,,,,,,,,,,
595,20000,TRUE,wiped,16000,1518366551,,1518366776,,,,0,wipe,1518366776,,,,,,,,,,,,,,
158,80000,FALSE,bite,80000,1518360077,1521047487,,1521047622,,,1,FALSE,1521047487,bite,1521047622,,,,,,,,,,,,
660,10,TRUE,shut,10,1518359609,,,,1518361765,,0,shut,1518361765,,,,,,,,,,,,,,
649,400,TRUE,wipe,400,1518358731,,1527116010,,,,0,wipe,1527116010,,,,,,,,,,,,,,
649,600,TRUE,wipe,600,1518354553,,1527116010,,,,0,wipe,1527116010,,,,,,,,,,,,,,
659,1400,TRUE,wiped,0,1518354101,,1519313773,,,,0,wipe,1519313773,,,,,,,,,,,,,,
647,300,TRUE,wipe,300,1518351370,,1518435917,,,,0,wipe,1518435917,,,,,,,,,,,,,,
560,2500,TRUE,wiped,0,1518348787,,1518360888,,,,0,wipe,1518360888,,,,,,,,,,,,,,
