cup,start_val,safe,state,debt,born,unsafe,wiped,bitten,shut,safe again,# oscillations,transition0,transition0_time,transition1,transition1_time,transition2,transition2_time,transition3,transition3_time,transition4,transition4_time,transition5,transition5_time,transition6,transition6_time,transition7,transition7_time
2888,250,TRUE,bite,250,1547501130,,,1548675389,,,0,bite,1548675389,,,,,,,,,,,,,,
2888,300,TRUE,bite,300,1547500638,,,1548675389,,,0,bite,1548675389,,,,,,,,,,,,,,
12829,400,TRUE,wipe,400,1547499467,,1549102258,,,,0,wipe,1549102258,,,,,,,,,,,,,,
12872,5,TRUE,open,5,1547497627,,,,,,0,,,,,,,,,,,,,,,,
4590,90,TRUE,wiped,7.734466575,1547497464,,1548693058,,,,0,wipe,1548693058,,,,,,,,,,,,,,
4589,660,TRUE,wiped,56.728,1547496838,,1548692967,,,,0,wipe,1548692967,,,,,,,,,,,,,,
12870,40,TRUE,open,40,1547495868,,,,,,0,,,,,,,,,,,,,,,,
12868,1,TRUE,open,1,1547495620,,,,,,0,,,,,,,,,,,,,,,,
2018,4785.634041,TRUE,wipe,4785.634041,1547495580,,1547584607,,,,0,wipe,1547584607,,,,,,,,,,,,,,
2018,4075.458785,TRUE,wiped,0,1547494456,,1547495180,,,,0,wipe,1547495180,,,,,,,,,,,,,,
2018,3954.538258,TRUE,wiped,0,1547494223,,1547494362,,,,0,wipe,1547494362,,,,,,,,,,,,,,
5544,15,TRUE,wiped,0,1547494179,,1547508744,,,,0,wipe,1547508744,,,,,,,,,,,,,,
2018,4791.983736,TRUE,wipe,4791.983736,1547493706,,1547494362,,,,0,wipe,1547494362,,,,,,,,,,,,,,
4064,9.1,TRUE,wiped,3.1,1547491893,,1547512200,,,,0,wipe,1547512200,,,,,,,,,,,,,,
12867,3,TRUE,wiped,0.01,1547491881,,1547494405,,,,0,wipe,1547494405,,,,,,,,,,,,,,
12866,0.5,TRUE,open,0.5,1547491554,,,,,,0,,,,,,,,,,,,,,,,
12865,3,TRUE,open,3,1547490671,,,,,,0,,,,,,,,,,,,,,,,
12864,128.925,TRUE,open,128.925,1547490631,,,,,,0,,,,,,,,,,,,,,,,
5488,5000,TRUE,wipe,5000,1547489661,,1547584412,,,,0,wipe,1547584412,,,,,,,,,,,,,,
4609,1200,TRUE,wiped,1003.295558,1547489482,,1547490081,,,,0,wipe,1547490081,,,,,,,,,,,,,,
4701,30,TRUE,wipe,30,1547489300,,1548046723,,,,0,wipe,1548046723,,,,,,,,,,,,,,
5956,90,TRUE,wipe,90,1547489243,,1547786624,,,,0,wipe,1547786624,,,,,,,,,,,,,,
4701,70,TRUE,wipe,70,1547489131,,1548046723,,,,0,wipe,1548046723,,,,,,,,,,,,,,
2072,1000,TRUE,wiped,395.7427853,1547488976,,1547676798,,,,0,wipe,1547676798,,,,,,,,,,,,,,
2072,1500,TRUE,wiped,895.7427853,1547488860,,1547676798,,,,0,wipe,1547676798,,,,,,,,,,,,,,
4701,100,TRUE,wipe,100,1547488847,,1548046723,,,,0,wipe,1548046723,,,,,,,,,,,,,,
5488,7000,TRUE,wipe,7000,1547488724,,1547584412,,,,0,wipe,1547584412,,,,,,,,,,,,,,
2020,360,TRUE,wipe,360,1547488724,,1547585140,,,,0,wipe,1547585140,,,,,,,,,,,,,,
1113,50,TRUE,wiped,0,1547488049,,1547489300,,,,0,wipe,1547489300,,,,,,,,,,,,,,
12863,1000,TRUE,open,1000,1547487566,,,,,,0,,,,,,,,,,,,,,,,
5488,6000,TRUE,wipe,6000,1547487376,,1547584412,,,,0,wipe,1547584412,,,,,,,,,,,,,,
5488,3300,TRUE,wipe,3300,1547487232,,1547584412,,,,0,wipe,1547584412,,,,,,,,,,,,,,
3670,150,TRUE,wiped,46.38231362,1547486897,,1548060055,,,,0,wipe,1548060055,,,,,,,,,,,,,,
4345,140,TRUE,wipe,140,1547486388,,1548109616,,,,0,wipe,1548109616,,,,,,,,,,,,,,
5488,1000,TRUE,wipe,1000,1547486254,,1547584412,,,,0,wipe,1547584412,,,,,,,,,,,,,,
5488,13000,TRUE,wipe,13000,1547486086,,1547584412,,,,0,wipe,1547584412,,,,,,,,,,,,,,
12857,20,TRUE,open,20,1547486028,,,,,,0,,,,,,,,,,,,,,,,
12862,275,TRUE,open,275,1547485765,,,,,,0,,,,,,,,,,,,,,,,
5062,35,TRUE,wipe,35,1547485685,,1547525053,,,,0,wipe,1547525053,,,,,,,,,,,,,,
4953,2000,TRUE,wipe,2000,1547485685,,1547583929,,,,0,wipe,1547583929,,,,,,,,,,,,,,
5062,250,TRUE,wipe,250,1547485311,,1547525053,,,,0,wipe,1547525053,,,,,,,,,,,,,,
12861,20,TRUE,open,20,1547485162,,,,,,0,,,,,,,,,,,,,,,,
12860,350,TRUE,open,350,1547484925,,,,,,0,,,,,,,,,,,,,,,,
4728,285,TRUE,wipe,285,1547484566,,1547582267,,,,0,wipe,1547582267,,,,,,,,,,,,,,
4244,100,TRUE,open,100,1547484484,,,,,,0,,,,,,,,,,,,,,,,
1113,300,TRUE,wiped,250,1547484431,,1547489300,,,,0,wipe,1547489300,,,,,,,,,,,,,,
5271,500,TRUE,wiped,350,1547484058,,1548193892,,,,0,wipe,1548193892,,,,,,,,,,,,,,
3050,1000,TRUE,wiped,0,1547484026,,1547492113,,,,0,wipe,1547492113,,,,,,,,,,,,,,
12858,200,TRUE,open,200,1547483239,,,,,,0,,,,,,,,,,,,,,,,
5689,50,TRUE,wiped,0,1547482840,,1547813640,,,,0,wipe,1547813640,,,,,,,,,,,,,,
4562,3200,TRUE,open,3200,1547482479,,,,,,0,,,,,,,,,,,,,,,,
4171,150,TRUE,wiped,137,1547482381,,1547489318,,,,0,wipe,1547489318,,,,,,,,,,,,,,
12855,150,TRUE,wiped,0,1547482381,,1547597521,,,,0,wipe,1547597521,,,,,,,,,,,,,,
5682,70,TRUE,wiped,67,1547482077,,1547482975,,,,0,wipe,1547482975,,,,,,,,,,,,,,
2018,3793.927338,TRUE,wipe,3793.927338,1547481969,,1547494362,,,,0,wipe,1547494362,,,,,,,,,,,,,,
2248,2100,TRUE,wiped,2099,1547481947,,1548190863,,,,0,wipe,1548190863,,,,,,,,,,,,,,
5682,80,TRUE,wiped,77,1547481947,,1547482975,,,,0,wipe,1547482975,,,,,,,,,,,,,,
2806,1000,TRUE,wiped,500,1547481868,,1547482395,,,,0,wipe,1547482395,,,,,,,,,,,,,,
12856,300,FALSE,wiped,0,1547481783,1547483047,1547483047,,,,1,FALSE,1547483047,wipe,1547483047,,,,,,,,,,,,
2409,6500,TRUE,open,6500,1547481773,,,,,,0,,,,,,,,,,,,,,,,
1040,361.6703678,TRUE,wiped,30.50666173,1547481746,,1547584602,,,,0,wipe,1547584602,,,,,,,,,,,,,,
2809,2500,TRUE,wiped,0,1547481737,,1547489743,,,,0,wipe,1547489743,,,,,,,,,,,,,,
5199,250000,TRUE,wiped,240000,1547481568,,1548427556,,,,0,wipe,1548427556,,,,,,,,,,,,,,
2018,3496.697558,TRUE,wipe,3496.697558,1547481468,,1547494362,,,,0,wipe,1547494362,,,,,,,,,,,,,,
5170,10000,TRUE,wiped,7089.042607,1547480928,,1547486571,,,,0,wipe,1547486571,,,,,,,,,,,,,,
5488,3000,TRUE,wipe,3000,1547480753,,1547584412,,,,0,wipe,1547584412,,,,,,,,,,,,,,
3608,5000,TRUE,wiped,0,1547480665,,1547513232,,,,0,wipe,1547513232,,,,,,,,,,,,,,
5488,1000,TRUE,wipe,1000,1547480665,,1547584412,,,,0,wipe,1547584412,,,,,,,,,,,,,,
5488,5000,TRUE,wipe,5000,1547480527,,1547584412,,,,0,wipe,1547584412,,,,,,,,,,,,,,
3841,105.1413102,TRUE,wiped,8.055303344,1547480349,,1547584802,,,,0,wipe,1547584802,,,,,,,,,,,,,,
2018,5281.55765,TRUE,wiped,5269.162472,1547480311,,1547480928,,,,0,wipe,1547480928,,,,,,,,,,,,,,
1040,458.0134618,TRUE,wiped,126.8497558,1547480311,,1547584602,,,,0,wipe,1547584602,,,,,,,,,,,,,,
2921,700,TRUE,wipe,700,1547480189,,1548666362,,,,0,wipe,1548666362,,,,,,,,,,,,,,
1163,20,TRUE,open,20,1547476847,,,,,,0,,,,,,,,,,,,,,,,
4171,550,TRUE,wiped,537,1547476721,,1547489318,,,,0,wipe,1547489318,,,,,,,,,,,,,,
2018,10,TRUE,wiped,0,1547475894,,1547480928,,,,0,wipe,1547480928,,,,,,,,,,,,,,
5305,150000,TRUE,wiped,118521.3008,1547475190,,1547483602,,,,0,wipe,1547483602,,,,,,,,,,,,,,
12853,10,TRUE,shut,10,1547473058,,,,1548759003,,0,shut,1548759003,,,,,,,,,,,,,,
12853,10,TRUE,shut,10,1547472603,,,,1548759003,,0,shut,1548759003,,,,,,,,,,,,,,
5133,3500,TRUE,wiped,1800,1547472317,,1547485441,,,,0,wipe,1547485441,,,,,,,,,,,,,,
5308,100,TRUE,bite,100,1547470691,,,1548243547,,,0,bite,1548243547,,,,,,,,,,,,,,
4182,2000,TRUE,open,2000,1547467453,,,,,,0,,,,,,,,,,,,,,,,
12821,200,TRUE,open,200,1547466506,,,,,,0,,,,,,,,,,,,,,,,
3050,900,TRUE,wiped,0,1547466098,,1547483656,,,,0,wipe,1547483656,,,,,,,,,,,,,,
4865,4000,TRUE,open,4000,1547465990,,,,,,0,,,,,,,,,,,,,,,,
5195,1200,TRUE,open,1200,1547465440,,,,,,0,,,,,,,,,,,,,,,,
4064,5.247,TRUE,wiped,3.918,1547465235,,1547467713,,,,0,wipe,1547467713,,,,,,,,,,,,,,
3152,1000,TRUE,wiped,900,1547464998,,1548771826,,,,0,wipe,1548771826,,,,,,,,,,,,,,
12852,31,TRUE,open,31,1547463012,,,,,,0,,,,,,,,,,,,,,,,
5417,1500,TRUE,open,1500,1547462870,,,,,,0,,,,,,,,,,,,,,,,
12851,575,TRUE,open,575,1547462601,,,,,,0,,,,,,,,,,,,,,,,
4171,75,TRUE,wiped,62,1547461405,,1547489318,,,,0,wipe,1547489318,,,,,,,,,,,,,,
3657,5,TRUE,wipe,5,1547461405,,1548171378,,,,0,wipe,1548171378,,,,,,,,,,,,,,
12851,575,TRUE,open,575,1547461388,,,,,,0,,,,,,,,,,,,,,,,
12851,575,TRUE,open,575,1547461105,,,,,,0,,,,,,,,,,,,,,,,
12850,20,TRUE,open,20,1547460731,,,,,,0,,,,,,,,,,,,,,,,
3779,1500,TRUE,open,1500,1547460697,,,,,,0,,,,,,,,,,,,,,,,
5219,6500,TRUE,open,6500,1547460282,,,,,,0,,,,,,,,,,,,,,,,
12842,6,FALSE,wiped,0,1547460222,1547730607,1547730607,,,,1,FALSE,1547730607,wipe,1547730607,,,,,,,,,,,,
12842,5,FALSE,wipe,5,1547460200,1547730607,1547730607,,,,1,FALSE,1547730607,wipe,1547730607,,,,,,,,,,,,
5488,4300,TRUE,wipe,4300,1547460193,,1547584412,,,,0,wipe,1547584412,,,,,,,,,,,,,,
5488,2000,TRUE,wipe,2000,1547459462,,1547584412,,,,0,wipe,1547584412,,,,,,,,,,,,,,
5488,5000,TRUE,wipe,5000,1547457891,,1547584412,,,,0,wipe,1547584412,,,,,,,,,,,,,,
5227,120,TRUE,wipe,120,1547455043,,1547579318,,,,0,wipe,1547579318,,,,,,,,,,,,,,
12848,1200,TRUE,wiped,0,1547454909,,1547482000,,,,0,wipe,1547482000,,,,,,,,,,,,,,
12847,850,TRUE,open,850,1547454531,,,,,,0,,,,,,,,,,,,,,,,
1040,195.0878698,TRUE,wiped,0,1547454487,,1547584602,,,,0,wipe,1547584602,,,,,,,,,,,,,,
2786,300,TRUE,open,300,1547454305,,,,,,0,,,,,,,,,,,,,,,,
12846,2500,TRUE,open,2500,1547452635,,,,,,0,,,,,,,,,,,,,,,,
12846,1000,TRUE,open,1000,1547452501,,,,,,0,,,,,,,,,,,,,,,,
5133,2500,TRUE,wiped,0,1547450528,,1547452752,,,,0,wipe,1547452752,,,,,,,,,,,,,,
12815,5000,TRUE,open,5000,1547450516,,,,,,0,,,,,,,,,,,,,,,,
5877,100,TRUE,open,100,1547450512,,,,,,0,,,,,,,,,,,,,,,,
1884,80,TRUE,open,80,1547450496,,,,,,0,,,,,,,,,,,,,,,,
5877,170,TRUE,open,170,1547449305,,,,,,0,,,,,,,,,,,,,,,,
5131,1000,TRUE,wiped,0,1547448917,,1548094631,,,,0,wipe,1548094631,,,,,,,,,,,,,,
12844,3000,TRUE,open,3000,1547448506,,,,,,0,,,,,,,,,,,,,,,,
5787,2300,TRUE,open,2300,1547447285,,,,,,0,,,,,,,,,,,,,,,,
4887,100,TRUE,wiped,49.99906363,1547446447,,1547552811,,,,0,wipe,1547552811,,,,,,,,,,,,,,
12843,10,TRUE,open,10,1547446220,,,,,,0,,,,,,,,,,,,,,,,
5678,150,TRUE,open,150,1547444973,,,,,,0,,,,,,,,,,,,,,,,
2442,40000,TRUE,wiped,20000,1547444910,,1547491897,,,,0,wipe,1547491897,,,,,,,,,,,,,,
5775,3000,TRUE,wipe,3000,1547444670,,1547677126,,,,0,wipe,1547677126,,,,,,,,,,,,,,
4474,200,TRUE,wiped,191.9,1547443618,,1547446455,,,,0,wipe,1547446455,,,,,,,,,,,,,,
5133,2500,TRUE,wiped,0,1547443100,,1547447839,,,,0,wipe,1547447839,,,,,,,,,,,,,,
4167,1000,TRUE,open,1000,1547442873,,,,,,0,,,,,,,,,,,,,,,,
5103,1150,TRUE,open,1150,1547442480,,,,,,0,,,,,,,,,,,,,,,,
4897,500,TRUE,wiped,0,1547441546,,1548649169,,,,0,wipe,1548649169,,,,,,,,,,,,,,
2020,150,TRUE,wiped,100,1547440760,,1547440844,,,,0,wipe,1547440844,,,,,,,,,,,,,,
2020,150,TRUE,wiped,100,1547440675,,1547440844,,,,0,wipe,1547440844,,,,,,,,,,,,,,
5558,250,TRUE,wiped,85,1547440643,,1547498792,,,,0,wipe,1547498792,,,,,,,,,,,,,,
4135,460,TRUE,wiped,427,1547440250,,1547491055,,,,0,wipe,1547491055,,,,,,,,,,,,,,
12828,2475,TRUE,open,2475,1547439183,,,,,,0,,,,,,,,,,,,,,,,
4603,180,TRUE,wiped,0,1547438162,,1547512755,,,,0,wipe,1547512755,,,,,,,,,,,,,,
2153,200,TRUE,open,200,1547437619,,,,,,0,,,,,,,,,,,,,,,,
12842,10,FALSE,wipe,10,1547437266,1547730607,1547730607,,,,1,FALSE,1547730607,wipe,1547730607,,,,,,,,,,,,
5544,4,TRUE,wipe,4,1547436437,,1547508744,,,,0,wipe,1547508744,,,,,,,,,,,,,,
4064,5.25,TRUE,wiped,3.659464423,1547436338,,1547445103,,,,0,wipe,1547445103,,,,,,,,,,,,,,
5775,3000,TRUE,wipe,3000,1547436174,,1547677126,,,,0,wipe,1547677126,,,,,,,,,,,,,,
5544,29,TRUE,wipe,29,1547435914,,1547508744,,,,0,wipe,1547508744,,,,,,,,,,,,,,
12841,3,TRUE,open,3,1547435897,,,,,,0,,,,,,,,,,,,,,,,
12841,5,TRUE,open,5,1547434709,,,,,,0,,,,,,,,,,,,,,,,
5287,1500,TRUE,wipe,1500,1547434395,,1548684949,,,,0,wipe,1548684949,,,,,,,,,,,,,,
12840,100,TRUE,wipe,100,1547434376,,1547958436,,,,0,wipe,1547958436,,,,,,,,,,,,,,
5558,415,TRUE,wiped,250,1547433979,,1547498792,,,,0,wipe,1547498792,,,,,,,,,,,,,,
12839,30,TRUE,open,30,1547433553,,,,,,0,,,,,,,,,,,,,,,,
12838,92.7,TRUE,open,92.7,1547433475,,,,,,0,,,,,,,,,,,,,,,,
4542,120,TRUE,open,120,1547433013,,,,,,0,,,,,,,,,,,,,,,,
4898,1300,FALSE,bite,1300,1547432788,1547984100,,1547984100,,,1,FALSE,1547984100,bite,1547984100,,,,,,,,,,,,
12837,50,TRUE,wiped,0.1,1547432176,,1547433162,,,,0,wipe,1547433162,,,,,,,,,,,,,,
5170,2000,TRUE,wiped,0,1547431941,,1547486571,,,,0,wipe,1547486571,,,,,,,,,,,,,,
12832,50,TRUE,wiped,0,1547430109,,1547569597,,,,0,wipe,1547569597,,,,,,,,,,,,,,
5133,250,TRUE,wiped,0,1547429655,,1547429769,,,,0,wipe,1547429769,,,,,,,,,,,,,,
5133,2250,TRUE,wipe,2250,1547429436,,1547429769,,,,0,wipe,1547429769,,,,,,,,,,,,,,
4064,2,TRUE,wiped,0.409464423,1547429159,,1547445103,,,,0,wipe,1547445103,,,,,,,,,,,,,,
5775,2000,TRUE,wipe,2000,1547429141,,1547677126,,,,0,wipe,1547677126,,,,,,,,,,,,,,
2660,1000,TRUE,wipe,1000,1547429003,,1548537520,,,,0,wipe,1548537520,,,,,,,,,,,,,,
4701,40,TRUE,wipe,40,1547428956,,1548046723,,,,0,wipe,1548046723,,,,,,,,,,,,,,
2809,3000,TRUE,wiped,854.2437552,1547428825,,1547453702,,,,0,wipe,1547453702,,,,,,,,,,,,,,
5133,5000,TRUE,wipe,5000,1547428820,,1547429769,,,,0,wipe,1547429769,,,,,,,,,,,,,,
12836,50,TRUE,wiped,0,1547428594,,1547521436,,,,0,wipe,1547521436,,,,,,,,,,,,,,
4064,5,TRUE,wiped,3.409464423,1547428594,,1547445103,,,,0,wipe,1547445103,,,,,,,,,,,,,,
5133,5000,TRUE,wipe,5000,1547428586,,1547429769,,,,0,wipe,1547429769,,,,,,,,,,,,,,
12835,70,TRUE,open,70,1547428422,,,,,,0,,,,,,,,,,,,,,,,
4898,1500,FALSE,bite,1500,1547428371,1547984100,,1547984100,,,1,FALSE,1547984100,bite,1547984100,,,,,,,,,,,,
4901,500,TRUE,wiped,0,1547428317,,1548819476,,,,0,wipe,1548819476,,,,,,,,,,,,,,
4997,2000,TRUE,open,2000,1547427948,,,,,,0,,,,,,,,,,,,,,,,
12834,500,TRUE,open,500,1547427414,,,,,,0,,,,,,,,,,,,,,,,
4701,50,TRUE,wipe,50,1547427356,,1548046723,,,,0,wipe,1548046723,,,,,,,,,,,,,,
4701,60,TRUE,wipe,60,1547427004,,1548046723,,,,0,wipe,1548046723,,,,,,,,,,,,,,
12833,1000,TRUE,open,1000,1547426209,,,,,,0,,,,,,,,,,,,,,,,
863,115,TRUE,open,115,1547424849,,,,,,0,,,,,,,,,,,,,,,,
12832,50,TRUE,wiped,0,1547424117,,1547429547,,,,0,wipe,1547429547,,,,,,,,,,,,,,
12831,20000,TRUE,open,20000,1547422276,,,,,,0,,,,,,,,,,,,,,,,
5573,10000,TRUE,open,10000,1547421166,,,,,,0,,,,,,,,,,,,,,,,
2809,4500,TRUE,wiped,2354.243755,1547420594,,1547453702,,,,0,wipe,1547453702,,,,,,,,,,,,,,
4064,6.715,TRUE,wiped,4.479423848,1547419414,,1547428180,,,,0,wipe,1547428180,,,,,,,,,,,,,,
4473,500,TRUE,wiped,0,1547418882,,1547482381,,,,0,wipe,1547482381,,,,,,,,,,,,,,
12830,1750,TRUE,open,1750,1547418048,,,,,,0,,,,,,,,,,,,,,,,
12826,1000000,TRUE,open,1000000,1547417716,,,,,,0,,,,,,,,,,,,,,,,
12829,600,TRUE,wipe,600,1547416890,,1549102258,,,,0,wipe,1549102258,,,,,,,,,,,,,,
12826,7500,TRUE,open,7500,1547416703,,,,,,0,,,,,,,,,,,,,,,,
12826,5,TRUE,open,5,1547416003,,,,,,0,,,,,,,,,,,,,,,,
5412,1000,TRUE,wiped,930.7470825,1547414814,,1548406269,,,,0,wipe,1548406269,,,,,,,,,,,,,,
12828,25,TRUE,open,25,1547414232,,,,,,0,,,,,,,,,,,,,,,,
12827,120,TRUE,open,120,1547414193,,,,,,0,,,,,,,,,,,,,,,,
12826,5,TRUE,open,5,1547413764,,,,,,0,,,,,,,,,,,,,,,,
5678,100,TRUE,open,100,1547412491,,,,,,0,,,,,,,,,,,,,,,,
2088,120,TRUE,wiped,0,1547411799,,1547413484,,,,0,wipe,1547413484,,,,,,,,,,,,,,
384,31,TRUE,wiped,1,1547410621,,1547503340,,,,0,wipe,1547503340,,,,,,,,,,,,,,
2685,25000,TRUE,open,25000,1547410579,,,,,,0,,,,,,,,,,,,,,,,
384,20.01,TRUE,wiped,0,1547409910,,1547503340,,,,0,wipe,1547503340,,,,,,,,,,,,,,
12825,25,TRUE,wipe,25,1547409810,,1548175680,,,,0,wipe,1548175680,,,,,,,,,,,,,,
4345,1000,TRUE,wipe,1000,1547409728,,1548109616,,,,0,wipe,1548109616,,,,,,,,,,,,,,
384,50,TRUE,wipe,50,1547407805,,1547503340,,,,0,wipe,1547503340,,,,,,,,,,,,,,
12824,5000,TRUE,open,5000,1547407410,,,,,,0,,,,,,,,,,,,,,,,
12823,10,FALSE,wiped,0,1547407319,1547675547,1547675547,,,,1,FALSE,1547675547,wipe,1547675547,,,,,,,,,,,,
2409,3400,TRUE,open,3400,1547406927,,,,,,0,,,,,,,,,,,,,,,,
4372,400,TRUE,open,400,1547406927,,,,,,0,,,,,,,,,,,,,,,,
5116,10000,TRUE,wiped,0,1547406615,,1547487527,,,,0,wipe,1547487527,,,,,,,,,,,,,,
12822,2000,TRUE,open,2000,1547406156,,,,,,0,,,,,,,,,,,,,,,,
5170,4000,TRUE,wiped,0,1547405623,,1547409297,,,,0,wipe,1547409297,,,,,,,,,,,,,,
4339,5,TRUE,wiped,0,1547404721,,1548757656,,,,0,wipe,1548757656,,,,,,,,,,,,,,
4339,35,TRUE,wipe,35,1547404697,,1548757656,,,,0,wipe,1548757656,,,,,,,,,,,,,,
12821,30,TRUE,open,30,1547404076,,,,,,0,,,,,,,,,,,,,,,,
5116,20000,TRUE,wiped,10000,1547403907,,1547487527,,,,0,wipe,1547487527,,,,,,,,,,,,,,
4064,0.62,TRUE,wiped,0,1547403872,,1547404356,,,,0,wipe,1547404356,,,,,,,,,,,,,,
3882,5,FALSE,wiped,0,1547403126,1549422999,1549422999,,,,1,FALSE,1549422999,wipe,1549422999,,,,,,,,,,,,
4473,700,TRUE,wipe,700,1547402796,,1547482381,,,,0,wipe,1547482381,,,,,,,,,,,,,,
3608,5000,TRUE,wipe,5000,1547401504,,1547513232,,,,0,wipe,1547513232,,,,,,,,,,,,,,
4339,25,TRUE,wipe,25,1547401103,,1548757656,,,,0,wipe,1548757656,,,,,,,,,,,,,,
4473,1000,TRUE,wipe,1000,1547400917,,1547482381,,,,0,wipe,1547482381,,,,,,,,,,,,,,
4064,6,TRUE,wiped,0,1547400518,,1547403434,,,,0,wipe,1547403434,,,,,,,,,,,,,,
3608,5000,TRUE,wipe,5000,1547399416,,1547513232,,,,0,wipe,1547513232,,,,,,,,,,,,,,
12820,340,TRUE,wiped,200,1547399352,,1547545371,,,,0,wipe,1547545371,,,,,,,,,,,,,,
4761,500,TRUE,open,500,1547398956,,,,,,0,,,,,,,,,,,,,,,,
4953,2000,TRUE,wiped,173.9045739,1547398683,,1547401614,,,,0,wipe,1547401614,,,,,,,,,,,,,,
2438,70,TRUE,open,70,1547398613,,,,,,0,,,,,,,,,,,,,,,,
4966,0.5,TRUE,open,0.5,1547398573,,,,,,0,,,,,,,,,,,,,,,,
2613,29437.211,TRUE,open,29437.211,1547397879,,,,,,0,,,,,,,,,,,,,,,,
3608,5000,TRUE,wipe,5000,1547397755,,1547513232,,,,0,wipe,1547513232,,,,,,,,,,,,,,
5713,10,TRUE,wiped,0,1547397755,,1548634033,,,,0,wipe,1548634033,,,,,,,,,,,,,,
1144,2000,TRUE,open,2000,1547397687,,,,,,0,,,,,,,,,,,,,,,,
5798,200,TRUE,open,200,1547397504,,,,,,0,,,,,,,,,,,,,,,,
5835,3000,TRUE,open,3000,1547397161,,,,,,0,,,,,,,,,,,,,,,,
4858,500,TRUE,wiped,0,1547396589,,1547472043,,,,0,wipe,1547472043,,,,,,,,,,,,,,
2613,10000,TRUE,open,10000,1547396456,,,,,,0,,,,,,,,,,,,,,,,
4064,12,TRUE,wipe,12,1547396403,,1547403434,,,,0,wipe,1547403434,,,,,,,,,,,,,,
2767,120,TRUE,open,120,1547396160,,,,,,0,,,,,,,,,,,,,,,,
5495,2000,TRUE,wiped,1514,1547396160,,1549421258,,,,0,wipe,1549421258,,,,,,,,,,,,,,
3223,400,TRUE,open,400,1547396158,,,,,,0,,,,,,,,,,,,,,,,
5798,50,TRUE,open,50,1547396158,,,,,,0,,,,,,,,,,,,,,,,
5713,130,TRUE,wipe,130,1547394520,,1548634033,,,,0,wipe,1548634033,,,,,,,,,,,,,,
12819,30,TRUE,open,30,1547394293,,,,,,0,,,,,,,,,,,,,,,,
12818,1.2,TRUE,open,1.2,1547390293,,,,,,0,,,,,,,,,,,,,,,,
2660,1000,TRUE,wiped,37.1619655,1547390049,,1547396184,,,,0,wipe,1547396184,,,,,,,,,,,,,,
4953,2000,TRUE,wiped,173.9045739,1547386481,,1547401614,,,,0,wipe,1547401614,,,,,,,,,,,,,,
2070,100,TRUE,open,100,1547385607,,,,,,0,,,,,,,,,,,,,,,,
2070,10,TRUE,open,10,1547385275,,,,,,0,,,,,,,,,,,,,,,,
5488,4000,TRUE,wiped,3870,1547383817,,1547398255,,,,0,wipe,1547398255,,,,,,,,,,,,,,
12817,2,FALSE,wiped,0,1547382764,1547383331,1547383331,,,,1,FALSE,1547383331,wipe,1547383331,,,,,,,,,,,,
12816,50,TRUE,open,50,1547381543,,,,,,0,,,,,,,,,,,,,,,,
5488,6600,TRUE,wiped,6470,1547381495,,1547398255,,,,0,wipe,1547398255,,,,,,,,,,,,,,
5488,5000,TRUE,wiped,4870,1547380884,,1547398255,,,,0,wipe,1547398255,,,,,,,,,,,,,,
12815,5000,TRUE,wiped,0,1547376709,,1547398682,,,,0,wipe,1547398682,,,,,,,,,,,,,,
12814,50,TRUE,wiped,0,1547375641,,1547388697,,,,0,wipe,1547388697,,,,,,,,,,,,,,
12812,850,TRUE,open,850,1547372733,,,,,,0,,,,,,,,,,,,,,,,
4277,100,TRUE,open,100,1547370299,,,,,,0,,,,,,,,,,,,,,,,
12813,2250,TRUE,wiped,1821,1547369552,,1548667914,,,,0,wipe,1548667914,,,,,,,,,,,,,,
12812,6,TRUE,open,6,1547367701,,,,,,0,,,,,,,,,,,,,,,,
4953,2000,TRUE,wiped,1529.512316,1547366637,,1547370728,,,,0,wipe,1547370728,,,,,,,,,,,,,,
5170,3000,TRUE,wiped,0,1547366247,,1547386883,,,,0,wipe,1547386883,,,,,,,,,,,,,,
12810,2,TRUE,wiped,0,1547362593,,1547363353,,,,0,wipe,1547363353,,,,,,,,,,,,,,
4064,8.3,TRUE,wiped,2.309407426,1547361570,,1547363046,,,,0,wipe,1547363046,,,,,,,,,,,,,,
12809,416.724784,TRUE,open,416.724784,1547361097,,,,,,0,,,,,,,,,,,,,,,,
5111,3874,TRUE,open,3874,1547359191,,,,,,0,,,,,,,,,,,,,,,,
12808,1165,TRUE,open,1165,1547359112,,,,,,0,,,,,,,,,,,,,,,,
2442,40000,TRUE,wiped,0,1547358940,,1547396403,,,,0,wipe,1547396403,,,,,,,,,,,,,,
645,450,TRUE,wiped,0,1547358714,,1548319143,,,,0,wipe,1548319143,,,,,,,,,,,,,,
4306,500,TRUE,wipe,500,1547356750,,1548011472,,,,0,wipe,1548011472,,,,,,,,,,,,,,
4306,800,TRUE,wipe,800,1547354947,,1548011472,,,,0,wipe,1548011472,,,,,,,,,,,,,,
4306,1250,TRUE,wipe,1250,1547354298,,1548011472,,,,0,wipe,1548011472,,,,,,,,,,,,,,
4306,1250,TRUE,wipe,1250,1547353410,,1548011472,,,,0,wipe,1548011472,,,,,,,,,,,,,,
2429,242,TRUE,open,242,1547350623,,,,,,0,,,,,,,,,,,,,,,,
4167,100,TRUE,open,100,1547349931,,,,,,0,,,,,,,,,,,,,,,,
